primary_title,production_budget,domestic_gross,worldwide_gross,net_revenue
Restoration,18000000.0,4100000.0,4100000.0,-13900000.0
Midnight Special,18000000.0,3712282.0,7680250.0,-10319750.0
Miss Sloane,18000000.0,3500605.0,7719630.0,-10280370.0
Metallica Through the Never,18000000.0,3419967.0,9082906.0,-8917094.0
Anything Else,18000000.0,3203044.0,13203044.0,-4796956.0
Unforgettable,18000000.0,2483790.0,2483790.0,-15516210.0
T2: Trainspotting,18000000.0,2402004.0,42091262.0,24091262.0
Das Weisse Band: Eine deutsche Kindergeschichte,18000000.0,2222862.0,25727044.0,7727044.0
8 Million Ways to Die,18000000.0,1305114.0,1305114.0,-16694886.0
Phantom,18000000.0,1034589.0,1199510.0,-16800490.0
The Salton Sea,18000000.0,676698.0,676698.0,-17323302.0
The Informers,18000000.0,315000.0,315000.0,-17685000.0
One Man's Hero,18000000.0,229311.0,229311.0,-17770689.0
Carlos,18000000.0,145526.0,1619153.0,-16380847.0
Renaissance,18000000.0,70644.0,2401413.0,-15598587.0
I Come with the Rain,18000000.0,0.0,627422.0,-17372578.0
I Am Wrath,18000000.0,0.0,309608.0,-17690392.0
Wolves,18000000.0,0.0,94953.0,-17905047.0
Day of the Dead,18000000.0,0.0,0.0,-18000000.0
The Prince,18000000.0,0.0,0.0,-18000000.0
Forsaken,18000000.0,0.0,0.0,-18000000.0
Red Sonja,17900000.0,6905861.0,6908640.0,-10991360.0
Red Lights,17700000.0,49521.0,14518884.0,-3181116.0
Superbad,17500000.0,121463226.0,169955142.0,152455142.0
Madea Goes To Jail,17500000.0,90508336.0,90508336.0,73008336.0
Step Up 2 the Streets,17500000.0,58017783.0,148586910.0,131086910.0
Hoodwinked,17500000.0,51386611.0,109843390.0,92343390.0
Hotel Rwanda,17500000.0,23519128.0,36521223.0,19021223.0
Beerfest,17500000.0,19185184.0,20159316.0,2659316.0
Black Nativity,17500000.0,7018188.0,7285135.0,-10214865.0
City of Ghosts,17500000.0,325491.0,325491.0,-17174509.0
Taxi 4,17500000.0,0.0,60865364.0,43365364.0
A Quiet Place,17000000.0,188024361.0,334522294.0,317522294.0
The Others,17000000.0,96522687.0,207765056.0,190765056.0
Aliens,17000000.0,85160248.0,183316455.0,166316455.0
Letâs Be Cops,17000000.0,82390774.0,136890774.0,119890774.0
I Know What You Did Last Summer,17000000.0,72250091.0,125250091.0,108250091.0
My Fair Lady,17000000.0,72000000.0,72071636.0,55071636.0
Sideways,17000000.0,71502303.0,109793192.0,92793192.0
The Best Man Holiday,17000000.0,70525195.0,72835710.0,55835710.0
Friday the 13th,17000000.0,65002019.0,92670237.0,75670237.0
Pitch Perfect,17000000.0,65001093.0,116044347.0,99044347.0
Halloween: H2O,17000000.0,55041738.0,55041738.0,38041738.0
Evil Dead,17000000.0,54239856.0,97778356.0,80778356.0
Jet Li's Hero,17000000.0,53652140.0,177535958.0,160535958.0
Saw 3D,17000000.0,45710178.0,133735284.0,116735284.0
"McFarland, USA",17000000.0,44480275.0,45707924.0,28707924.0
Almost Christmas,17000000.0,42065185.0,42493506.0,25493506.0
The Hills Have Eyes,17000000.0,41778863.0,70355813.0,53355813.0
40 Days and 40 Nights,17000000.0,37939782.0,95092667.0,78092667.0
Good Boy!,17000000.0,37667746.0,45312217.0,28312217.0
Smokin' Aces,17000000.0,35662731.0,57263440.0,40263440.0
A Night at the Roxbury,17000000.0,30331165.0,30331165.0,13331165.0
Beastly,17000000.0,27865571.0,38028230.0,21028230.0
Brooklyn's Finest,17000000.0,27163593.0,39233233.0,22233233.0
Tron,17000000.0,26918576.0,26918576.0,9918576.0
Lottery Ticket,17000000.0,24719879.0,24719879.0,7719879.0
Dickie Roberts: Former Child Star,17000000.0,22734486.0,23734486.0,6734486.0
ATL,17000000.0,21170563.0,21170563.0,4170563.0
Summer Catch,17000000.0,19693891.0,19693891.0,2693891.0
A Simple Plan,17000000.0,16316273.0,16316273.0,-683727.0
Larry the Cable Guy: Health Inspector,17000000.0,15680099.0,15680099.0,-1319901.0
Wes Craven Presents: They,17000000.0,12840842.0,16140842.0,-859158.0
The Adventures of Elmo in Grouchland,17000000.0,11634458.0,11634458.0,-5365542.0
Superman IV: The Quest for Peace,17000000.0,11227824.0,11227824.0,-5772176.0
55 Days at Peking,17000000.0,10000000.0,10000000.0,-7000000.0
My Life in Ruins,17000000.0,8677425.0,20477425.0,3477425.0
American Dreamz,17000000.0,7314027.0,16510971.0,-489029.0
How She Move,17000000.0,7070641.0,8607815.0,-8392185.0
Running Scared,17000000.0,6855137.0,9729088.0,-7270912.0
The Apparition,17000000.0,4936819.0,10637281.0,-6362719.0
Bobby Jones: Stroke of Genius,17000000.0,2694071.0,2694071.0,-14305929.0
Shanghai Surprise,17000000.0,2315000.0,2315000.0,-14685000.0
L'illusionniste,17000000.0,2231474.0,8609949.0,-8390051.0
Roar,17000000.0,2110050.0,2110050.0,-14889950.0
Veronica Guerin,17000000.0,1569918.0,9438074.0,-7561926.0
Genius,17000000.0,1361045.0,7265283.0,-9734717.0
Southland Tales,17000000.0,275380.0,364607.0,-16635393.0
Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,-13082321.0
"Mune, le gardien de la lune",17000000.0,0.0,14534046.0,-2465954.0
Chasseurs de dragons,17000000.0,0.0,13446115.0,-3553885.0
Damnation Alley,17000000.0,0.0,0.0,-17000000.0
Crawl,17000000.0,0.0,0.0,-17000000.0
The Young Messiah,16800000.0,6469813.0,7313697.0,-9486303.0
FUR: An Imaginary Portrait of Diane Arbus,16800000.0,223202.0,2281089.0,-14518911.0
My Girl,16500000.0,58011485.0,58011485.0,41511485.0
Wall Street,16500000.0,43848100.0,43848100.0,27348100.0
Sense and Sensibility,16500000.0,42993774.0,134993774.0,118493774.0
The Illusionist,16500000.0,39868642.0,83792062.0,67292062.0
Becoming Jane,16500000.0,18663911.0,39380876.0,22880876.0
House of Sand and Fog,16500000.0,13005485.0,16157923.0,-342077.0
Sydney White,16500000.0,11892415.0,13636339.0,-2863661.0
Arn - Tempelriddaren,16500000.0,0.0,21404122.0,4904122.0
Dead Poets Society,16400000.0,95860116.0,239500000.0,223100000.0
Dumb & Dumber,16000000.0,127175374.0,246400000.0,230400000.0
When Harry Met Sallyâ¦,16000000.0,92823546.0,92961960.0,76961960.0
Road Trip,16000000.0,68525609.0,119739110.0,103739110.0
The Verdict,16000000.0,53977250.0,53977250.0,37977250.0
Varsity Blues,16000000.0,52894169.0,54294169.0,38294169.0
Moonrise Kingdom,16000000.0,45512466.0,68848446.0,52848446.0
The Artist,16000000.0,44667095.0,128256712.0,112256712.0
The Unborn,16000000.0,42670410.0,78208812.0,62208812.0
The Master of Disguise,16000000.0,40363530.0,40363530.0,24363530.0
The Texas Chainsaw Massacre: The Beginning,16000000.0,39517763.0,50517763.0,34517763.0
El Laberinto del Fauno,16000000.0,37634615.0,87041569.0,71041569.0
The Roommate,16000000.0,37300107.0,52545707.0,36545707.0
The Messengers,16000000.0,35374833.0,53774833.0,37774833.0
See Spot Run,16000000.0,33357476.0,43057552.0,27057552.0
Double Impact,16000000.0,29090445.0,29090445.0,13090445.0
Baby Boy,16000000.0,28734552.0,28734552.0,12734552.0
Joe Dirt,16000000.0,27087695.0,30987695.0,14987695.0
The Women,16000000.0,26902075.0,50103808.0,34103808.0
Hot Fuzz,16000000.0,23618786.0,81742618.0,65742618.0
Vicky Cristina Barcelona,16000000.0,23216709.0,104504817.0,88504817.0
Boys and Girls,16000000.0,21799652.0,21799652.0,5799652.0
Superfly,16000000.0,20537137.0,20723581.0,4723581.0
LÃ©on,16000000.0,19284974.0,45284974.0,29284974.0
Remember Me,16000000.0,19068240.0,56506120.0,40506120.0
White Oleander,16000000.0,16357770.0,21657770.0,5657770.0
Jennifer's Body,16000000.0,16204793.0,31943401.0,15943401.0
Drowning Mona,16000000.0,15427192.0,15980376.0,-19624.0
Radio Days,16000000.0,14792779.0,14792779.0,-1207221.0
How to Deal,16000000.0,14108518.0,14108518.0,-1891482.0
Left Behind,16000000.0,14019924.0,20769209.0,4769209.0
Soul Plane,16000000.0,13922211.0,14553807.0,-1446193.0
My Stepmother Is an Alien,16000000.0,13854000.0,13854000.0,-2146000.0
People Like Us,16000000.0,12431792.0,12617472.0,-3382528.0
The Thirteenth Floor,16000000.0,11810854.0,11810854.0,-4189146.0
The Cookout,16000000.0,11540112.0,11540112.0,-4459888.0
Meteor,16000000.0,8400000.0,8400000.0,-7600000.0
Highlander,16000000.0,5900000.0,12900000.0,-3100000.0
Bleed for This,16000000.0,5083906.0,6603926.0,-9396074.0
Hollywood Ending,16000000.0,4839383.0,14839383.0,-1160617.0
Duets,16000000.0,4734235.0,6615452.0,-9384548.0
Detroit Rock City,16000000.0,4217115.0,5825314.0,-10174686.0
Things We Lost in the Fire,16000000.0,3287315.0,8120148.0,-7879852.0
The Homesman,16000000.0,2429989.0,8217571.0,-7782429.0
Trance,16000000.0,2322593.0,22594052.0,6594052.0
The Immigrant,16000000.0,2013456.0,7585011.0,-8414989.0
Steel,16000000.0,1686429.0,1686429.0,-14313571.0
The White Countess,16000000.0,1669971.0,2814566.0,-13185434.0
Bienvenue chez les Ch'tis,16000000.0,1477650.0,247474497.0,231474497.0
"Men, Women and Children",16000000.0,705908.0,1685403.0,-14314597.0
Enter the Void,16000000.0,337997.0,1467278.0,-14532722.0
Good,16000000.0,31631.0,31631.0,-15968369.0
Vamps,16000000.0,3361.0,94812.0,-15905188.0
Haeundae,16000000.0,0.0,64733391.0,48733391.0
Hachiko: A Dog's Story,16000000.0,0.0,47707417.0,31707417.0
Zulu,16000000.0,0.0,1844228.0,-14155772.0
Second Act,15700000.0,39282227.0,63288854.0,47588854.0
Juwanna Mann,15600000.0,13571817.0,13771817.0,-1828183.0
La MÃ´me,15500000.0,10299782.0,88611837.0,73111837.0
Ararat,15500000.0,1693000.0,1693000.0,-13807000.0
Slow Burn,15500000.0,1237615.0,1237615.0,-14262385.0
Madison,15500000.0,517262.0,517262.0,-14982738.0
The Yellow Handkerchief,15500000.0,318623.0,318623.0,-15181377.0
Wasabi,15300000.0,81525.0,7000000.0,-8300000.0
Slither,15250000.0,7802450.0,12930343.0,-2319657.0
Home Alone,15000000.0,285761243.0,476684675.0,461684675.0
Beverly Hills Cop,15000000.0,234760478.0,316300000.0,301300000.0
Top Gun,15000000.0,179800601.0,356799634.0,341799634.0
Tootsie,15000000.0,177200000.0,177200000.0,162200000.0
3 Men and a Baby,15000000.0,167780960.0,167780960.0,152780960.0
The Kingâs Speech,15000000.0,138797449.0,430821168.0,415821168.0
American Beauty,15000000.0,130058047.0,356258047.0,341258047.0
"Crouching Tiger, Hidden Dragon",15000000.0,128067808.0,213514672.0,198514672.0
Twins,15000000.0,111936388.0,216600000.0,201600000.0
Scream,15000000.0,103046663.0,173046663.0,158046663.0
Annabelle: Creation,15000000.0,102092201.0,305384865.0,290384865.0
Jackass Presents: Bad Grandpa,15000000.0,102003019.0,160903019.0,145903019.0
Heaven Can Wait,15000000.0,98800000.0,98800000.0,83800000.0
The Color Purple,15000000.0,93589701.0,93589701.0,78589701.0
The Imitation Game,15000000.0,91125143.0,227740463.0,212740463.0
Beetlejuice,15000000.0,73839613.0,73887546.0,58887546.0
Ben-Hur,15000000.0,73000000.0,73259017.0,58259017.0
Mama,15000000.0,71628180.0,148095566.0,133095566.0
Private Benjamin,15000000.0,69847348.0,69847348.0,54847348.0
Coal Miner's Daughter,15000000.0,67182787.0,67182787.0,52182787.0
Lethal Weapon,15000000.0,65192350.0,120192350.0,105192350.0
Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,61954311.0
National Lampoonâs Vacation,15000000.0,61400000.0,61400000.0,46400000.0
Halloween,15000000.0,58269151.0,77514401.0,62514401.0
The Queen,15000000.0,56441711.0,128885873.0,113885873.0
Why Did I Get Married?,15000000.0,55204525.0,55934178.0,40934178.0
The Woman in Black,15000000.0,54333290.0,128955898.0,113955898.0
Little Women,15000000.0,50003303.0,50003303.0,35003303.0
The Deer Hunter,15000000.0,50000000.0,50009253.0,35009253.0
BlacKkKlansman,15000000.0,49275340.0,93017335.0,78017335.0
When a Stranger Calls,15000000.0,47860214.0,67215435.0,52215435.0
Big Fat Liar,15000000.0,47811275.0,52461017.0,37461017.0
Cop Land,15000000.0,44906632.0,63706632.0,48706632.0
Wag the Dog,15000000.0,43057470.0,64252038.0,49252038.0
Snitch,15000000.0,42930462.0,57907734.0,42907734.0
The Lizzie McGuire Movie,15000000.0,42734455.0,55534455.0,40534455.0
Krampus,15000000.0,42725475.0,61788393.0,46788393.0
End of Watch,15000000.0,41003371.0,57586606.0,42586606.0
The Faculty,15000000.0,40283321.0,40283321.0,25283321.0
What's Love Got to Do With It,15000000.0,39100956.0,39100956.0,24100956.0
Not Another Teen Movie,15000000.0,37882551.0,62401343.0,47401343.0
Wild,15000000.0,37880356.0,52460543.0,37460543.0
Lawrence of Arabia,15000000.0,37495385.0,69995385.0,54995385.0
The Theory of Everything,15000000.0,35893537.0,123327692.0,108327692.0
Drive,15000000.0,35060689.0,81357930.0,66357930.0
The Skulls,15000000.0,35007180.0,35007180.0,20007180.0
Hawaii,15000000.0,34562222.0,34562222.0,19562222.0
The Favourite,15000000.0,34366783.0,94113929.0,79113929.0
Malibu's Most Wanted,15000000.0,34308901.0,34499204.0,19499204.0
All About Steve,15000000.0,33862903.0,40127259.0,25127259.0
Where the Heart Is,15000000.0,33771174.0,40862054.0,25862054.0
Halloween 2,15000000.0,33392973.0,38512850.0,23512850.0
The Last House on the Left,15000000.0,32752215.0,46526243.0,31526243.0
Because of Winn-Dixie,15000000.0,32647042.0,33508485.0,18508485.0
The Wedding Date,15000000.0,31726995.0,47175038.0,32175038.0
The Princess Bride,15000000.0,30857000.0,30859628.0,15859628.0
Halloween: Resurrection,15000000.0,30259652.0,37659652.0,22659652.0
The Great Debaters,15000000.0,30226144.0,30261293.0,15261293.0
When the Game Stands Tall,15000000.0,30127963.0,30138912.0,15138912.0
Clash of the Titans,15000000.0,30000000.0,44400000.0,29400000.0
Confessions of a Teenage Drama Queen,15000000.0,29331068.0,33118854.0,18118854.0
The Object of my Affection,15000000.0,29145924.0,29145924.0,14145924.0
28 Weeks Later,15000000.0,28638916.0,64232714.0,49232714.0
Grosse Pointe Blank,15000000.0,28084357.0,31070412.0,16070412.0
Love and Basketball,15000000.0,27441122.0,27709625.0,12709625.0
Home Again,15000000.0,27020284.0,37336874.0,22336874.0
Book of Shadows: Blair Witch 2,15000000.0,26421314.0,47721314.0,32721314.0
Boogie Nights,15000000.0,26410771.0,43111725.0,28111725.0
Ramona and Beezus,15000000.0,26167002.0,27469621.0,12469621.0
The November Man,15000000.0,25018119.0,34820335.0,19820335.0
The Craft,15000000.0,24769466.0,55669466.0,40669466.0
Match Point,15000000.0,23089926.0,87973835.0,72973835.0
The Remains of the Day,15000000.0,22954968.0,63954968.0,48954968.0
Nowhere to Run,15000000.0,22189039.0,52189039.0,37189039.0
Urban Legends: Final Cut,15000000.0,21468807.0,38574362.0,23574362.0
The Place Beyond the Pines,15000000.0,21403519.0,47011449.0,32011449.0
Flicka,15000000.0,21000147.0,21896367.0,6896367.0
The Hills Have Eyes II,15000000.0,20804166.0,37466538.0,22466538.0
Keanu,15000000.0,20591853.0,20688141.0,5688141.0
Country Strong,15000000.0,20218921.0,20601987.0,5601987.0
Tuck Everlasting,15000000.0,19161999.0,19344615.0,4344615.0
The Marine,15000000.0,18844784.0,22165608.0,7165608.0
Disturbing Behavior,15000000.0,17507368.0,19014238.0,4014238.0
The Big Lebowski,15000000.0,17498804.0,46189568.0,31189568.0
A Most Wanted Man,15000000.0,17237855.0,36068890.0,21068890.0
The Hurt Locker,15000000.0,17017811.0,49894223.0,34894223.0
Eye of the Beholder,15000000.0,16500786.0,18260865.0,3260865.0
The Man with the Iron Fists,15000000.0,15634090.0,22018988.0,7018988.0
Firestarter,15000000.0,15136870.0,15136870.0,136870.0
Miss Bala,15000000.0,14998027.0,15362298.0,362298.0
Killing Them Softly,15000000.0,14945541.0,39238443.0,24238443.0
Freddy Got Fingered,15000000.0,14249005.0,14249005.0,-750995.0
One Day,15000000.0,13843771.0,59168692.0,44168692.0
De-Lovely,15000000.0,13337299.0,18524496.0,3524496.0
Whip It,15000000.0,13077184.0,18889972.0,3889972.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000.0,12981269.0,13248444.0,-1751556.0
U2 3D,15000000.0,12898847.0,26170402.0,11170402.0
Highlander: Endgame,15000000.0,12801190.0,12801190.0,-2198810.0
The Founder,15000000.0,12786053.0,24403192.0,9403192.0
Idlewild,15000000.0,12669914.0,12669914.0,-2330086.0
Confidence,15000000.0,12212417.0,12212417.0,-2787583.0
Knockaround Guys,15000000.0,11660180.0,12419700.0,-2580300.0
The Muse,15000000.0,11614954.0,11614954.0,-3385046.0
Barney's Great Adventure,15000000.0,11156471.0,11156471.0,-3843529.0
New York Stories,15000000.0,10763469.0,10763469.0,-4236531.0
Home Fries,15000000.0,10513979.0,10513979.0,-4486021.0
Here on Earth,15000000.0,10494147.0,10845127.0,-4154873.0
Raise Your Voice,15000000.0,10411980.0,14811980.0,-188020.0
Brazil,15000000.0,9929135.0,9932146.0,-5067854.0
The Dark Half,15000000.0,9579068.0,9579068.0,-5420932.0
Black Snake Moan,15000000.0,9396870.0,10951153.0,-4048847.0
Dark Blue,15000000.0,9237470.0,12262065.0,-2737935.0
A Mighty Heart,15000000.0,9176787.0,19153568.0,4153568.0
Brainstorm,15000000.0,8921050.0,8921050.0,-6078950.0
Queen of Katwe,15000000.0,8874389.0,10055481.0,-4944519.0
Whatever it Takes,15000000.0,8735529.0,8735529.0,-6264471.0
Boat Trip,15000000.0,8586376.0,14933713.0,-66287.0
The Importance of Being Earnest,15000000.0,8378141.0,8378141.0,-6621859.0
The Love Letter,15000000.0,8322608.0,9010980.0,-5989020.0
Hoot,15000000.0,8117637.0,8224998.0,-6775002.0
In Bruges,15000000.0,7800825.0,34533783.0,19533783.0
Promised Land,15000000.0,7597898.0,12394562.0,-2605438.0
Mulholland Drive,15000000.0,7219578.0,20785973.0,5785973.0
Hotel Artemis,15000000.0,6708137.0,12758799.0,-2241201.0
The Rocker,15000000.0,6409528.0,8767338.0,-6232662.0
Post Grad,15000000.0,6382178.0,6563402.0,-8436598.0
Whatever Works,15000000.0,5306706.0,35106706.0,20106706.0
The In Crowd,15000000.0,5217498.0,5217498.0,-9782502.0
Los tres entierros de Melquiades Estrada,15000000.0,5027684.0,13454474.0,-1545526.0
Jakob the Liar,15000000.0,4956401.0,4956401.0,-10043599.0
Se jie,15000000.0,4604982.0,65167430.0,50167430.0
"Kiss Kiss, Bang Bang",15000000.0,4235837.0,16829464.0,1829464.0
Idle Hands,15000000.0,4023741.0,4023741.0,-10976259.0
Scouts Guide to the Zombie Apocalypse,15000000.0,3703046.0,15554855.0,554855.0
Blood and Chocolate,15000000.0,3526588.0,6551310.0,-8448690.0
You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,19247816.0
Rock the Kasbah,15000000.0,3020665.0,3386153.0,-11613847.0
Never Let Me Go,15000000.0,2434652.0,11173718.0,-3826282.0
The Disappointments Room,15000000.0,2423467.0,3503761.0,-11496239.0
The Company,15000000.0,2281585.0,3396508.0,-11603492.0
Transsiberian,15000000.0,2203641.0,6379575.0,-8620425.0
Crazy in Alabama,15000000.0,1954202.0,1954202.0,-13045798.0
The Clan of the Cave Bear,15000000.0,1953732.0,1953732.0,-13046268.0
The Comedian,15000000.0,1658706.0,1658706.0,-13341294.0
Funny Games,15000000.0,1294640.0,8200127.0,-6799873.0
Banlieue 13,15000000.0,1200216.0,11599903.0,-3400097.0
Felicia's Journey,15000000.0,824295.0,1970268.0,-13029732.0
Metropolis,15000000.0,673414.0,1405032.0,-13594968.0
CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000.0,632542.0,11279884.0,-3720116.0
Things to Do in Denver when You're Dead,15000000.0,529766.0,529766.0,-14470234.0
The Reluctant Fundamentalist,15000000.0,528731.0,528731.0,-14471269.0
The Return,15000000.0,501752.0,5953886.0,-9046114.0
Buffalo Soldiers,15000000.0,353743.0,353743.0,-14646257.0
Steal (Canadian Release),15000000.0,220944.0,220944.0,-14779056.0
Centurion,15000000.0,123570.0,7885048.0,-7114952.0
Ong-Bak 2,15000000.0,102458.0,7583050.0,-7416950.0
Silent Trigger,15000000.0,76382.0,76382.0,-14923618.0
Midnight Meat Train,15000000.0,73548.0,1590246.0,-13409754.0
Winnie Mandela,15000000.0,61847.0,61847.0,-14938153.0
The Son of No One,15000000.0,30680.0,1148578.0,-13851422.0
All the Queen's Men,15000000.0,22723.0,22723.0,-14977277.0
The Good Night,15000000.0,22441.0,22441.0,-14977559.0
Khumba,15000000.0,0.0,20898221.0,5898221.0
A Few Best Men,15000000.0,0.0,17224539.0,2224539.0
AutÃ³mata,15000000.0,0.0,6775458.0,-8224542.0
Chiamatemi Francesco - Il papa della gente,15000000.0,0.0,3925769.0,-11074231.0
Bathory,15000000.0,0.0,3436763.0,-11563237.0
San suk si gin,15000000.0,0.0,2013340.0,-12986660.0
Dungeons & Dragons: Wrath of the Dragon God,15000000.0,0.0,909822.0,-14090178.0
In Dubious Battle,15000000.0,0.0,214182.0,-14785818.0
Broken Horses,15000000.0,0.0,3471.0,-14996529.0
Pandaemonium,15000000.0,0.0,0.0,-15000000.0
